TITU,T_UNIV,PR_JOR,PR_OCU,PR_NIVEL,PR_AREA,SEXO,EDAD,ESTUDIOS_PADRE,TIC,target_alerta
11101,2,1,23,3,2,1,1,2,2,0
11101,2,1,22,3,2,1,1,3,2,0
11101,1,2,37,4,3,1,1,3,3,0
11101,1,2,51,4,3,1,1,7,3,0
11101,1,2,23,3,2,1,1,8,2,1
11101,1,2,23,3,2,1,1,3,2,0
11101,1,1,51,7,4,1,1,5,2,1
11101,1,2,52,7,3,2,1,4,2,0
11101,1,2,22,3,2,2,1,4,1,0
11101,1,2,22,3,2,2,1,8,2,0
11101,1,1,45,3,2,2,1,2,2,1
11101,1,1,52,7,4,2,1,4,2,1
11101,1,2,22,3,2,2,1,3,2,0
11101,1,1,57,4,1,2,1,6,2,1
11101,1,2,22,7,4,2,1,4,1,0
11101,1,2,55,7,4,2,1,2,2,0
11101,1,2,45,3,2,2,1,4,2,0
11101,1,1,45,7,4,2,1,9,2,0
11101,1,1,37,3,2,2,1,5,2,1
11101,1,2,26,2,2,2,1,3,2,0
11101,1,1,52,7,4,2,1,4,2,1
11101,1,1,37,3,2,2,1,6,3,1
11101,1,1,23,2,2,2,1,4,2,1
11101,1,1,37,7,4,2,1,4,2,1
11101,1,1,33,3,2,2,1,3,2,1
11101,1, ,  , , ,2,1,7,2,1
11101,1,2,57,4,2,2,1,4,2,1
11101,1,2,42,5,2,2,1,7,2,0
11101,1,2,51,2,2,2,1,2,2,0
11101,1,1,23,5,2,2,1,9,2,1
11101,1,2,22,3,2,2,1,2,2,0
11101,1,1,37,5,2,2,1,3,3,1
11101,1,2,22,4,2,2,1,9,2,0
11101,1,2,28,3,2,2,1,3,2,1
11101,1,2,22,3,2,2,1,3,2,0
11101,1,2,22,3,2,2,1,4,2,0
11101,1,1,23,4,2,2,1,6,1,0
11101,1,1,58,3,2,2,1,4,1,0
11101,1,1,37,5,2,2,1,3,2,1
11101,1,1,23,3,2,2,1,4,2,0
11101,1,1,56,5,4,2,1,3,3,0
11101,1,2,28,4,3,2,1,4,2,1
11101,1,1,42,7,4,2,1,8,2,1
11101,1,2,22,2,2,2,1,3,2,0
11101,2,1,22,3,2,1,2,2,1,1
11101,1,1,22,4,3,1,2,2,2,1
11101,1,2,37,5,2,1,2,3,2,0
11101,1,2,22,3,2,2,2,3,2,0
11101,1,2,23,3,2,2,2,6,2,0
11101,2,1,51,7,4,2,2,8,2,0
11101,2,2,57,4,2,2,2,4,2,1
11101,2,1,37,4,2,2,2,2,2,1
11101,1,2,22,4,2,2,2,8,1,0
11101,1,2,22,3,4,2,2,4,2,0
11101,2,1,22,3,2,2,2,5,1,1
11101,2,1,59,7,4,2,2,3,2,1
11101,1,2,14,6,3,2,2,6,2,0
11101,2,2,37,3,2,2,2,3,1,0
11101,2,1,57,7,4,2,2,7,2,0
11101,1,1,91,6,4,2,2,3,2,1
11101,1,1,52,7,3,2,2,6,2,1
11101,1,1,22,5,2,2,2,8,2,0
11101,1,2,52,3,3,2,2,4,1,0
11101,1,1,37,3,2,2,2,5,2,0
11101,1,1,37,5,2,2,2,8,2,1
11101,1,2,52,5,4,2,2,4,1,0
11101,1,2,45,6,2,2,2,9,3,0
11101,1,1,23,3,2,2,2,4,2,1
11101,1,1,23,5,2,2,2,3,2,1
11101,1,1,51,7,4,2,2,7,2,1
11101,1,2,13,3,2,2,2,4,2,0
11101,1,1,57,6,2,2,2,8,1,1
11101,1,1,52,5,3,2,2,7,1,0
11101,1,1,22,3,2,2,2,8,1,1
11101,1,2,22,3,2,2,2,4,2,0
11101,1,1,57,5,2,2,2,2,2,1
11101,1,1,37,4,3,2,2,3,2,1
11101,1,1,56,5,2,2,2,3,2,1
11101,2,2,22,2,2,1,3,3,1,0
11101,1,2,31,7,4,1,3,6,2,1
11101,2,2,28,3,3,1,3,5,2,0
11101,2,2,36,5,4,1,3,2,1,0
11101,1,2,21,3,2,1,3,1,2,0
11101,1,2,22,3,2,1,3,8,2,0
11101,1,2,44,4,4,1,3,3,1,0
11101,1,2,22,3,2,1,3,6,2,0
11101,2,2,43,3,3,2,3,8,1,0
11101,2,2,22,3,2,2,3,3,1,0
11101,2,1,22,3,2,2,3,3,2,0
11101,2,2,22,3,2,2,3,5,2,0
11101,2,2,37,3,2,2,3,3,2,0
11101,2,2,92,7,4,2,3,4,2,0
11101,1,2,35,3,3,2,3,8,2,0
11101,2,1,23,3,2,2,3,3,2,1
11101,1,1,23,3,3,2,3,7,2,1
11101,1,1,37,3,2,2,3,4,2,1
11101,1,2,23,3,2,2,3,8,1,0
11101,1,2,22,3,2,2,3,4,2,0
11101,1,2,22,3,2,2,3,3,2,0
11101,1,2,21,3,2,2,3,2,2,0
11101,1,1,54,6,4,2,3,9,2,1
11101,1,1,37,3,2,1,1,4,2,0
11101,1,1,96,5,3,1,1,4,2,0
11101,1,1,37,4,3,2,1,9,2,0
11101,1,1,22,3,2,2,1,5,2,1
11101,1,1,37,3,2,2,1,6,2,1
11101,1,2,58,3,2,2,1,8,2,0
11101,1,1,37,5,4,2,1,4,2,0
11101,1,1,37,6,2,2,1,8,2,0
11101,1,1,44,7,4,2,1,6,3,1
11101,1,2,28,3,4,2,1,6,2,0
11101,1,1,57,3,2,2,1,8,2,1
11101,1,2,22,4,2,2,1,5,2,0
11101,1,1,37,6,2,2,1,9,1,1
11101,1,2,37,4,2,2,1,5,2,1
11101,1,2,22,3,1,1,2,4,2,1
11101,1,1,23,3,2,1,2,5,2,1
11101,2,1,52,6,4,2,2,3,2,1
11101,2,2,22,3,2,2,2,4,2,0
11101,2,2,22,4,2,2,2,3,2,0
11101,1,2,22,3,2,2,2,4,2,0
11101,1,2,52,6,4,2,2,3,2,0
11101,1,2,37,4,4,2,2,3,2,0
11101,1,1,45,3,2,2,2,4,2,0
11101,1,1,52,7,4,2,2,9,2,1
11101,1,2,45,4,3,2,2,9,2,1
11101,2,2,22,3,2,1,3,8,2,0
11101,1,2,23,3,1,1,3,3,1,0
11101,1,1,22,2,2,1,3,3,1,0
11101,2,1,57,5,4,2,3,8,1,1
11101,1,2,41,5,3,2,3,2,2,0
11101,1,2,22,3,1,2,3,3,2,0
11101,1,2,58,3,2,2,3,7,2,0
11101,1,2,22,3,2,2,3,6,1,1
11101,1,2,37,5,3,1,1,3,2,1
11101,1,1,28,4,4,1,1,4,2,0
11101,1,1,44,6,3,2,1,2,2,1
11101,1,2,22,3,2,2,1,4,2,0
11101,1,1,37,3,2,2,1,3,3,1
11101,1,1,44,7,4,2,1,6,1,0
11101,1,2,57,7,4,2,1,5,2,1
11101,1,1,22,5,2,2,1,4,2,1
11101,1,2,22,3,1,2,1,2,1,0
11101,1,2,37,3,2,2,1,5,2,0
11101,1,2,22,3,2,2,1,7,2,0
11101,1,2,52,7,4,2,1,4,2,1
11101,1,1,92,4,2,2,1,8,2,0
11101,1,2,22,3,2,2,1,8,2,0
11101,1,1,57,3,2,2,1,8,2,1
11101,1,1,55,7,4,2,1,4,2,1
11101,1,2,12,2,3,2,1,3,2,0
11101,1,1,57,6,3,2,1,6,2,0
11101,1,2,22,2,2,2,1,7,2,0
11101,1,1,52,7,4,2,1,5,2,0
11101,1,2,51,7,4,2,1,5,2,0
11101,1,2,22,3,2,2,1,3,3,0
11101,1,2,45,3,2,2,1,2,2,0
11101,2,2,22,2,1,1,2,7,2,0
11101,1,1,59,7,4,1,2,8,3,1
11101,1,2,59,7,3,1,2,8,2,1
11101,1,2,24,9,4,2,2,5,1,0
11101,1,2,22,4,2,2,2,8,2,0
11101,1,2,37,5,2,2,2,4,2,1
11101,1,1,57,6,4,2,2,5,2,0
11101,1,1,23,3,3,2,2,8,2,0
11101,1,1,22,4,2,2,2,4,2,1
11101,1,2,57,4,2,2,2,2,2,0
11101,1,1,59,6,4,2,2,9,2,0
11101,1,1,35,7,4,2,2,4,2,1
11101,1,2,57,6,2,2,2,4,2,0
11101,1,2,54,3,2,2,2,4,2,0
11101,1,1,22,7,3,2,2,3,2,0
11101,4,1,37,2,1,2,2,5,2,0
11101,1,1,52,7,4,2,2,3,2,1
11101,1,2,92,7,4,1,3,6,2,1
11101,1,2,98,7,4,1,3,3,2,0
11101,1,2,22,4,2,2,3,7,2,1
11101,1,2,15,3,2,2,3,2,1,0
11101,1,2,22,3,2,2,3,4,2,0
11101,1,1,22,3,2,2,3,8,3,0
11101,1,2,23,3,2,2,3,8,2,1
11101,1,2,22,3,2,2,3,3,2,0
11101,1,1,22,3,2,2,3,2,1,1
11101,1,2,22,3,2,2,3,7,1,0
11101,1,2,23,3,1,2,3,3,1,1
11101,1,2,37,7,4,1,1,8,2,0
11101,1,2,56,3,2,1,1,8,2,1
11101,1,2,97,7,4,1,1,4,2,0
11101,1,2,35,6,4,1,1,4,2,0
11101,1,1,51,3,2,1,1,2,1,0
11101,1,1,84,5,2,1,1,5,2,1
11101,1,2,57,7,2,2,1,7,2,1
11101,1,1,37,3,3,2,1,4,2,0
11101,1,2,23,3,1,2,1,6,2,0
11101,1,2,22,3,2,2,1,4,2,0
11101,1,1,51,7,4,2,1,4,2,0
11101,1,1,23,4,4,2,1,6,2,1
11101,1,1,23,3,2,2,1,6,2,1
11101,1,2,57,3,1,2,1,5,2,0
11101,1,2,37,3,2,2,1,8,2,0
11101,1,2,23,3,2,2,1,4,1,0
11101,1,2,23,3,2,2,1,3,2,0
11101,1,1,22,4,2,2,1,4,2,0
11101,1, ,  , , ,2,1,4,2,1
11101,1,1,54,7,3,2,1,3,2,1
11101,1,2,26,3,3,2,1,8,2,0
11101,1,1,23,5,2,2,1,8,2,0
11101,1,2,51,4,4,2,1,3,2,0
11101,1,1,37,5,2,2,1,4,2,1
11101,1,2,22,3,1,1,2,9,3,0
11101,1, ,  , , ,1,2,9,3,1
11101,1,2,22,3,2,1,2,8,2,0
11101,1,2,43,4,4,2,2,3,2,0
11101,1,2,23,3,2,2,2,3,1,0
11101,1,2,51,5,4,2,2,3,2,0
11101,1,1,22,3,2,2,2,4,2,1
11101,1,2,23,3,2,2,2,9,2,1
11101,1,1,97,7,4,2,2,8,2,0
11101,1,1,23,2,2,2,2,3,2,1
11101,1,2,22,3,2,1,3,3,2,0
11101,1,2,22,3,1,1,3,3,2,0
11101,1,2,22,7,3,1,3,9,2,0
11101,2,2,23,3,2,2,3,3,1,0
11101,1,2,22,3,2,2,3,3,2,0
11101,1,2,22,3,3,2,3,3,1,0
11101,1,1,45,3,2,2,3,4,2,1
11101,1,2,22,3,2,2,3,8,1,0
11101,1,2,26,4,4,1,1,5,3,0
11101,1,2,22,3,2,2,1,4,2,0
11101,1,2,22,4,2,2,1,7,2,1
11101,1,1,37,7,2,2,1,3,3,1
11101,1,2,22,4,2,2,1,7,2,1
11101,1,2,52,5,3,2,1,4,2,1
11101,1,1,51,5,3,2,1,7,2,1
11101,1,1,37,6,3,2,1,7,2,1
11101,1,2,55,7,4,2,1,3,2,0
11101,1,2,22,3,2,2,1,8,1,0
11101,1,1,37,5,4,2,1,8,2,1
11101,1,2,45,3,2,2,1,3,2,0
11101,1,2,37,6,2,2,1,6,2,1
11101,1,2,58,4,2,2,1,8,2,0
11101,1,1,57,3,1,2,1,6,2,0
11101,1,1,37,5,4,2,1,4,2,0
11101,1,1,23,3,1,2,1,3,2,1
11101,1,1,93,6,3,2,1,4,1,1
11101,1,1,52,5,3,2,1,9,2,1
11101,1,1,54,6,4,2,1,4,1,0
11101,1,1,37,6,2,2,1,4,2,1
11101,1,2,37,4,3,2,1,2,2,0
11101,1,1,37,4,4,1,2,3,1,0
11101,1,2,22,3,2,1,2,2,1,0
11101,1,1,23,4,2,2,2,4,1,0
11101,1,1,51,3,2,2,2,4,3,1
11101,1,1,57,3,3,2,2,9,1,1
11101,1,2,22,2,1,2,2,5,2,0
11101,1,2,57,3,2,2,2,3,2,1
11101,1,1,45,3,3,2,2,5,2,1
11101,1,1,57,6,4,2,2,8,1,0
11101,1,1,23,3,3,2,3,3,1,1
11101,1,2,22,3,2,2,3,6,2,0
11101,1,1,36,2,1,2,3,3,2,1
11101,4,2,57,3,2,2,3,8,2,1
11101,1,1,23,3,2,2,3,7,2,0
11101,1,1,57,4,3,2,3,3,2,0
11101,1,1,59,7,4,1,1,4,2,1
11101,1,1,37,4,2,1,1,6,2,0
11101,1,2,23,3,2,1,1,9,3,0
11101,1,2,93,7,4,2,1,9,1,0
11101,1,1,57,5,3,2,1,3,2,1
11101,1,2,23,3,2,2,1,3,2,1
11101,1,2,28,3,2,2,1,8,2,0
11101,1,2,22,4,2,2,1,5,1,0
11101,1,1,52,3,2,2,1,4,1,1
11101,1,2,35,7,2,2,1,8,2,0
11101,1,2,22,5,2,2,1,9,2,0
11101,1,1,23,3,2,2,1,5,2,0
11101,1,1,58,3,2,2,1,3,2,1
11101,1,1,97,3,2,2,1,4,2,1
11101,1,2,44,5,3,2,1,8,2,0
11101,1,1,55,7,4,2,1,4,1,1
11101,1,1,22,4,3,2,1,7,2,1
11101,1,1,37,3,2,2,1,3,2,1
11101,1,2,51,7,4,2,1,9,1,1
11101,1,2,57,7,4,2,1,5,2,1
11101,1,2,43,5,3,2,1,5,1,0
11101,1,1,92,7,4,2,1,2,2,1
11101,1,1,23,3,2,1,2,7,1,1
11101,1,1,37,5,3,2,2,4,2,0
11101,1,2,51,5,3,2,2,5,2,0
11101,2,2,23,3,2,2,2,3,2,0
11101,1,2,23,3,1,2,2,6,2,0
11101,1,1,45,3,2,2,2,3,2,1
11101,1,1,52,3,3,2,2,5,2,1
11101,1,1,57,3,2,1,3,5,2,1
11101,1,1,22,3,1,2,3,3,2,1
11101,1,2,22,3,2,2,3,1,1,0
11101,3,2,22,3,2,1,1,8,2,0
11101,1,2,58,3,2,2,1,4,3,0
11101,1,1,37,7,3,2,1,2,2,1
11101,1,2,44,1,2,2,1,2,2,0
11101,1,2,22,3,3,2,1,8,1,0
11101,1,2,43,4,3,2,1,6,2,0
11101,1,2,57,3,2,1,2,8,2,0
11101,1,2,59,3,2,1,2,2,2,0
11101,1,1,22,3,2,1,2,9,1,1
11101,1,1,22,3,2,1,2,4,2,1
11101,1,2,51,7,4,1,2,3,2,0
11101,1,1,75,3,3,1,2,9,1,1
11101,1,1,52,3,1,2,2,9,2,0
11101,1,1,37,3,2,2,2,4,2,0
11101,1,1,52,6,3,2,2,3,2,0
11101,1,2,23,3,1,2,2,6,2,0
11101,1,2,23,3,1,2,2,4,1,0
11101,1,1,54,7,4,2,2,4,2,1
11101,1,2,22,3,2,2,3,8,2,0
11101,1,1,37,3,2,2,3,3,2,0
11101,1,1,23,3,2,1,1,6,3,0
11101,1,1,37,5,2,2,1,9,2,0
11101,1, ,  , , ,2,1,3,2,1
11101,1,1,91,3,2,2,1,3,3,0
11101,1,1,23,3,2,2,1,3,2,1
11101,1,1,52,5,3,2,1,8,2,1
11101,1,1,37,3,4,2,1,5,2,1
11101,1,2,22,3,2,1,2,4,2,0
11101,1,1,51,5,4,1,2,4,2,0
11101,1,2,22,3,2,2,2,2,2,0
11101,1,1,12,2,2,2,2,9,1,1
11101,1,2,52,7,4,2,2,3,2,1
11101,1,2,22,3,2,2,2,6,1,0
11101,2,2,22,3,2,2,2,2,1,0
11101,1,1,58,7,4,2,2,8,2,1
11101,1,2,22,3,2,2,2,8,1,0
11101,2,2,22,3,1,1,3,2,3,0
11101,1,2,22,3,3,2,3,3,2,1
11101,1,1,37,7,3,1,1,4,2,0
11101,1,1,44,7,3,1,1,2,3,0
11101,1,1,51,5,4,1,1,2,3,1
11101,1,1,37,5,3,1,1,5,2,0
11101,1,2,52,7,4,2,1,4,2,0
11101,1,2,44,7,3,2,1,5,2,0
11101,1,2,57,3,2,2,1,8,2,0
11101,1,2,95,3,2,2,1,3,2,0
11101,1,2,52,7,4,2,1,9,2,0
11101,1,1,52,6,4,2,1,4,2,0
11101,1,1,22,7,3,2,1,5,2,0
11101,3,1,51,7,4,2,1,3,2,0
11101,3,1,52,5,3,2,1,8,2,0
11101,1,1,52,5,3,2,1,4,2,1
11101,1,2,36,3,2,2,1,4,2,1
11101,1,1,22,5,2,2,1,8,2,1
11101,1,1,23,5,4,1,2,5,3,1
11101,2,2,22,3,2,2,2,6,2,0
11101,1,2,37,4,2,2,2,7,2,0
11101,1,2,22,3,2,2,2,8,2,0
11101,1,2,98,6,4,2,2,3,2,0
11101,1,2,37,4,4,2,2,8,2,0
11101,1,1,92,7,4,2,2,4,2,1
11101,3,2,12,3,2,2,2,8,2,0
11101,1,1,52,6,3,2,2,4,2,1
11101,2,2,44,4,4,2,2,7,2,1
11101,1,1,22,3,2,2,2,9,2,1
11101,1,2,21,4,2,2,2,3,2,0
11101,1,2,28,2,2,1,3,3,2,0
11101,2,2,11,4,2,1,3,3,1,0
11101,2, ,  , , ,2,3,9,2,1
11101,2,1,23,3,2,2,3,2,2,1
11101,1,2,22,1,2,2,3,2,2,0
11101,1,2,22,3,2,2,3,3,2,0
11101,2,2,23,3,3,2,3,2,2,0
11101,1,1,52,7,4,1,1,5,1,0
11101,1,1,51,7,4,2,1,4,2,1
11101,1,2,92,2,2,2,1,8,2,0
11101,1,1,55,7,4,2,1,7,1,1
11101,1,2,37,3,2,2,1,4,2,0
11101,1,1,55,5,4,2,1,3,2,0
11101,3,2,58,6,2,2,1,8,2,1
11101,1,1,52,3,2,2,1,9,2,0
11101,1,1,23,3,2,2,1,4,1,1
11101,1,1,52,9,3,2,1,1,3,0
11101,1,1,92,3,2,2,1,3,3,1
11101,1,1,45,7,4,2,1,4,3,0
11101,1,2,23,3,2,2,1,3,2,1
11101,1,1,37,7,3,1,2,3,2,0
11101,1,1,37,4,2,2,2,5,2,1
11101,1,1,44,4,3,2,2,6,2,1
11101,2,1,22,3,2,2,2,5,2,1
11101,2,2,23,3,2,1,3,8,1,0
11101,1,2,23,2,2,2,3,6,2,0
11101,2,1,44,7,3,2,3,5,2,1
11101,2,2,22,3,2,2,3,8,1,0
11101,1,2,22,3,2,2,3,2,1,0
11101,1,2,22,3,1,2,3,6,2,0
11101,2,2,22,3,2,2,3,8,3,0
11101,1,1,51,3,2,1,1,3,2,1
11101,1,1,37,7,4,2,1,4,2,0
11101,1,2,28,3,2,2,1,4,2,0
11101,1,2,52,4,2,2,1,3,3,1
11101,1,1,54,4,3,2,1,4,2,1
11101,1,1,23,4,2,1,2,8,2,0
11101,1,1,28,4,2,2,2,4,2,1
11101,1,1,52,6,3,2,2,9,1,1
11101,1,1,23,3,2,2,2,4,1,0
11101,1,2,52,5,3,2,2,6,2,0
11101,1,1,45,4,2,2,2,3,2,0
11101,1,2,22,3,2,2,2,9,2,0
11101,1,2,23,3,2,2,2,2,3,0
11101,1,2,22,3,3,2,3,2,3,0
11101,1,2,22,3,3,2,3,3,2,0
11101,2,2,23,3,2,2,3,3,2,0
11101,1,1,51,6,4,2,1,5,2,1
11101,1,1,37,5,2,2,1,8,2,1
11101,1,1,29,7,4,2,1,2,1,1
11101,1,1,51,9,4,2,1,2,1,0
11101,1,2,37,3,2,2,1,4,1,0
11101,1,1,58,7,4,2,1,8,2,0
11101,1,1,37,5,4,2,1,8,1,1
11101,1,1,23,3,2,2,1,4,2,1
11101,1,2,23,7,4,2,1,9,2,1
11101,1,1,52,7,4,2,1,4,2,1
11101,1,1,37,3,2,2,1,4,2,1
11101,1,2,98,6,4,2,1,4,2,0
11101,1,2,52,5,4,2,1,4,2,0
11101,3,2,22,3,2,2,1,8,1,1
11101,1,1,51,7,4,2,2,4,2,0
11101,1,2,57,3,2,2,2,3,2,0
11101,1,1,57,3,2,2,2,8,2,1
11101,2,1,57,4,2,2,2,3,2,0
11101,1,1,37,3,2,2,2,7,2,1
11101,1,2,23,2,1,2,2,7,1,0
11101,1,1,59,6,3,1,3,4,2,0
11101,1,1,26,3,2,2,3,4,2,1
11101,2,2,22,3,2,2,3,4,2,0
11101,2,2,23,3,2,2,3,3,2,0
11101,1,1,51,7,4,2,1,3,2,0
11101,1,2,52,3,2,2,1,5,2,1
11101,1,2,28,3,2,2,2,6,2,1
11101,1,2,52,5,3,2,2,5,2,1
11101,1,2,51,5,4,2,2,7,2,1
11101,1,1,57,4,2,2,2,3,2,0
11101,1,1,56,5,3,2,2,5,2,1
11101,1,1,37,3,2,1,3,2,3,1
11101,4,2,22,3,2,1,3,2,2,0
11101,1,2,22,3,4,2,3,3,2,0
11101,4,2,12,3,3,2,3,6,2,0
11101,4,2,22,3,2,2,3,3,2,0
11101,1,2,22,3,2,2,3,3,2,0
11101,1,2,44,4,3,1,1,4,2,0
11101,1,1,28,3,2,1,1,4,2,0
11101,1,1,52,7,4,2,1,4,2,0
11101,1,1,23,5,2,2,1,4,2,0
11101,1,2,22,3,2,2,1,8,3,0
11101,1,2,22,3,2,2,1,9,1,0
11101,1,1,91,7,4,2,1,6,2,1
11101,1,2,23,2,2,2,2,8,2,0
11101,1,1,37,3,2,2,2,3,2,1
11101,1, ,  , , ,2,2,3,2,1
11101,1,1,22,3,3,2,2,4,2,0
11101,1,1,22,3,3,2,2,6,2,1
11101,1,2,22,3,2,2,2,8,1,0
11101,4,2,51,7,3,2,2,2,2,0
11101,1,2,37,4,2,2,2,4,2,1
11101,1,1,51,6,4,1,3,9,2,1
11101,4,2,26,3,4,1,3,7,2,1
11101,1,2,26,4,2,2,3,3,2,0
11101,2,1,84,3,2,2,3,3,2,1
11101,1,2,51,6,4,2,3,3,2,0
11101,4,2,22,3,2,2,3,6,1,0
11101,1,1,22,3,2,2,1,4,2,0
11101,1,1,57,7,4,2,1,4,3,0
11101,1,2,22,3,2,2,1,4,2,0
11101,1,2,37,3,2,2,1,8,2,1
11101,3,2,22,3,2,2,1,5,2,0
11101,1,1,57,7,2,2,1,4,2,0
11101,1,1,52,4,3,2,1,3,2,0
11101,1,2,52,4,4,2,1,3,2,0
11101,1,1,95,7,4,2,1,2,2,1
11101,1,2,51,7,4,1,2,8,2,0
11101,1,2,23,4,2,1,2,2,2,0
11101,1,1,57,4,2,2,2,4,2,1
11101,1,2,92,7,4,2,2,3,2,0
11101,1,1,57,4,1,2,2,4,2,0
11101,1,1,28,3,2,2,2,3,2,1
11101,1,2,28,3,2,1,3,6,2,1
11101,2,2,22,3,2,2,3,2,2,0
11101,1,2,23,3,2,2,3,4,2,0
11101,2,2,22,3,2,2,3,3,1,0
11101,2,2,22,3,2,2,3,5,1,0
11101,1,2,22,3,2,1,1,8,3,0
11101,1,1,51,7,4,2,1,9,2,0
11101,1,1,37,3,3,2,1,4,2,1
11101,1,1,55,5,4,2,1,8,2,0
11101,1, ,  , , ,2,1,4,2,1
11101,1,1,22,4,3,2,1,4,1,1
11101,1,2,44,4,3,2,1,9,2,0
11101,1,1,22,3,3,1,2,1,2,0
11101,1,2,22,3,2,2,2,4,2,0
11101,1,2,22,4,2,2,3,7,2,0
11101,1,2,22,2,2,2,3,4,3,0
11101,1,1,37,4,2,2,3,4,2,0
11101,1,2,57,5,1,2,3,5,2,1
11101,2,2,28,3,2,2,3,3,2,0
11101,1,1,23,3,1,1,1,8,2,0
11101,1,2,22,3,1,2,1,6,2,0
11101,1,1,51,7,3,2,1,5,2,1
11101,3,2,23,3,2,2,1,3,2,0
11101,1,1,23,3,2,2,1,3,2,1
11101,1,1,43,4,4,2,1,3,2,0
11101,1,1,51,4,3,1,2,3,3,1
11101,4,2,23,3,2,2,2,7,2,0
11101,1,1,37,4,2,2,2,8,2,1
11101,1,2,26,3,2,2,2,6,2,0
11101,4,1,23,3,1,2,3,8,2,1
11101,1,2,52,6,4,2,1,2,2,0
11101,1,1,52,7,4,2,1,3,2,0
11101,1,1,45,7,2,2,1,1,3,0
11101,1,1,56,3,1,2,1,6,2,1
11101,1,1,52,6,3,2,1,4,2,0
11101,1,2,52,5,3,2,1,3,2,0
11101,3,2,22,3,2,1,2,9,2,0
11101,1,2,52,6,4,2,2,5,2,0
11101,4,2,22,3,2,2,2,5,2,0
11101,4,2,22,3,2,2,2,4,1,0
11101,4,2,22,3,2,2,2,3,2,0
11101,4,2,22,2,3,2,2,7,3,0
11101,4,2,22,3,2,2,2,5,2,0
11101,1,2,23,4,3,2,2,8,2,0
11101,1,1,57,4,2,2,2,5,1,1
11101,1,2,28,3,3,2,2,3,2,0
11101,1,2,55,7,4,2,2,3,2,1
11101,1,2,22,3,2,2,2,3,2,0
11101,2,2,56,2,2,2,2,3,2,0
11101,1,2,28,3,2,2,2,8,2,0
11101,2,1,28,7,4,1,3,3,1,1
11101,1,2,28,3,2,2,3,3,2,0
11101,4,2,22,3,2,2,3,2,2,0
11101,4,1,23,2,1,2,3,9,2,0
11101,4,2,22,3,2,2,3,3,1,0
11101,4,1,22,3,2,2,3,8,2,1
11101,2,2,22,3,2,2,3,8,2,0
11101,2,2,43,4,3,2,3,2,2,1
11101,1,1,23,3,9,2,1,8,2,0
11101,1,1,23,3,4,2,1,8,2,0
11101,1,1,52,5,3,2,1,6,2,1
11101,1,1,57,5,2,2,1,3,1,0
11101,1,1,37,7,2,2,1,4,2,0
11101,1,1,52,7,4,2,1,4,2,0
11101,1,2,72,4,3,2,1,8,1,0
11101,1,2,58,3,2,2,1,8,2,0
11101,1,1,22,3,2,1,2,9,3,1
11101,4,2,23,2,2,1,2,8,2,0
11101,1,2,22,3,1,2,2,3,3,0
11101,4,2,27,4,2,2,2,3,1,0
11101,4,2,22,3,2,2,2,3,2,0
11101,4,2,58,5,2,2,2,2,1,0
11101,1,2,22,3,2,2,2,4,2,0
11101,1,1,23,3,3,2,3,6,2,1
11101,3,2,22,3,2,2,3,9,2,0
11101,1,2,23,3,2,2,3,8,2,0
11101,1,2,97,7,3,2,3,3,1,0
11101,4,2,36,3,3,2,3,2,1,0
11101,1,1,41,4,3,2,3,3,2,1
11101,1,2,22,3,3,2,3,5,2,0
11101,4,2,22,3,2,2,3,7,2,0
11101,4,2,22,3,2,2,3,3,2,0
11101,1,1,56,3,1,2,1,9,3,0
11101,4,1,23,3,2,2,2,8,2,1
11101,3,1,56,5,3,2,2,8,1,1
11101,1,2,22,3,2,1,3,3,2,0
11201,1,1,57,5,3,1,1,2,2,1
11201,1,2,22,4,1,2,1,6,2,0
11201,1,1,52,6,4,2,1,3,1,1
11201,1,1,37,4,2,2,1,8,3,1
11201,1,1,22,3,1,2,1,5,2,1
11201,1,1,57,3,1,2,1,3,2,0
11201,1,1,37,3,2,2,1,4,1,1
11201,1,1,42,7,4,2,1,4,2,1
11201,1,1,51,7,3,2,1,3,2,0
11201,1,1,51,7,4,2,1,8,2,0
11201,1,2,37,7,4,2,1,3,1,0
11201,1,1,23,3,2,2,1,4,2,1
11201,1,1,51,7,4,2,1,4,1,1
11201,1,1,23,3,2,2,1,3,2,1
11201,1,1,22,4,3,2,1,5,2,0
11201,1,1,37,3,2,2,1,3,2,0
11201,1,1,95,4,1,2,1,4,2,1
11201,1,1,95,3,2,2,1,6,2,1
11201,1,1,37,3,1,2,1,9,3,1
11201,1,2,51,7,3,2,1,2,2,1
11201,1,1,51,3,1,2,1,3,3,1
11201,1,1,52,7,2,2,1,3,2,1
11201,1,1,44,3,2,2,1,4,2,0
11201,1,2,22,3,2,2,1,8,1,1
11201,1,1,37,5,1,2,1,6,2,1
11201,1,2,22,4,2,2,1,3,1,0
11201,1,1,58,6,4,2,1,9,2,0
11201,1,2,57,7,4,2,1,6,1,0
11201,1,2,22,4,1,2,1,3,1,0
11201,1,1,57,4,2,2,1,2,2,0
11201,1,2,22,3,2,2,1,6,1,1
11201,1,1,52,7,4,2,1,4,2,1
11201,1,1,52,7,3,2,1,3,2,1
11201,1,1,37,3,2,2,1,2,2,1
11201,1,1,23,3,2,2,1,2,2,1
11201,1,2,22,4,2,2,1,6,2,0
11201,1,2,57,3,2,2,1,7,2,0
